Object desg-logA desg-logB desg-t0 desg-t1 desg-T_rise desg-T_fall desr-logA desr-logB desr-t0 desr-t1 desr-T_rise desr-T_fall desi-logA desi-logB desi-t0 desi-t1 desi-T_rise desi-T_fall desz-logA desz-logB desz-t0 desz-t1 desz-T_rise desz-T_fall
DES_SN000642.DAT -2.892559289932251 -2.6025397777557373 39.88174057006836 4.1736297607421875 94.50741577148438 12.523079872131348 3.5292539596557617 -4.235253810882568 24.083770751953125 29.163616180419922 0.005805560853332281 7.261546611785889 -4.337952613830566 4.558619022369385 1.1237430572509766 1.8993277549743652 99.958740234375 10.58548355102539 3.9985005855560303 -11.512925148010254 26.061935424804688 2.520339250564575 8.04560661315918 24.77109146118164
DES_SN000742.DAT 3.481755256652832 -2.8948960304260254 7.97182559967041 11.924318313598633 0.0007201447151601315 5.209492206573486 2.0188872814178467 -7.725496768951416 2.454362392425537 70.02722930908203 1.8714266843744554e-05 99.9989013671875 -0.11641401797533035 -0.7041095495223999 98.47469329833984 80.74433135986328 1.9014320373535156 2.1883668899536133 3.235405921936035 -7.116599082946777 5.108099937438965 12.69084358215332 0.010568981058895588 33.17109298706055
DES_SN000938.DAT 1.3062230348587036 -6.027736663818359 36.985042572021484 46.66606903076172 2.9233298846520483e-05 23.282812118530273 2.3451263904571533 -2.971170663833618 29.337797164916992 31.53949737548828 0.1841234266757965 9.298687934875488 -6.58193826675415 2.9636242389678955 44.91603469848633 0.19427020847797394 4.879750728607178 12.09360408782959 4.089550495147705 -8.542129516601562 48.33787536621094 50.05335235595703 5.634394645690918 23.26566505432129
DES_SN001089.DAT -4.013306140899658 2.1308441162109375 14.134931564331055 21.632938385009766 0.7113732099533081 15.896430015563965 2.793813943862915 -11.512628555297852 37.800113677978516 3.6893632411956787 0.5827726125717163 72.7748031616211 -2.2542293071746826 0.2864135205745697 37.350746154785156 29.773954391479492 0.1769554316997528 11.615504264831543 -6.7756667137146 3.91803240776062 29.940603256225586 22.94208526611328 0.9313937425613403 18.550416946411133
DES_SN001362.DAT -5.392246246337891 2.894338846206665 0.002874750178307295 0.028826270252466202 90.86315155029297 0.025603037327528 -8.538100242614746 2.656198263168335 17.580753326416016 99.9999771118164 0.49345797300338745 99.9999771118164 -3.4537465572357178 0.3114161193370819 85.27731323242188 85.83934783935547 7.604401588439941 13.12984561920166 1.454219102859497 -6.858600616455078 23.007495880126953 5.048886775970459 2.5761173674254678e-05 37.13987350463867
DES_SN001537.DAT -9.644180297851562 3.176604747772217 69.63328552246094 0.00016421110194642097 6.691847801208496 5.6030120849609375 -7.832794666290283 3.9857752323150635 42.21506881713867 0.0034231788013130426 4.694925308227539 14.589859962463379 4.108625888824463 -11.512921333312988 46.163089752197266 1.559061884880066 4.9168009757995605 24.79482078552246 -5.167548179626465 1.12117338180542 39.58632278442383 0.0013028039829805493 4.272212982177734 26.867353439331055
DES_SN001670.DAT 3.349013090133667 -3.5950534343719482 8.324579238891602 48.918426513671875 0.07084738463163376 0.07551822066307068 -4.538848876953125 4.226573467254639 10.123141288757324 12.076208114624023 0.13533692061901093 7.615533828735352 -4.094065189361572 2.451138496398926 3.627535343170166 8.410455703735352 99.99836730957031 18.117216110229492 3.1044275760650635 -5.734356880187988 71.89291381835938 82.35433197021484 8.90343189239502 21.988187789916992
DES_SN001695.DAT 0.9672966599464417 -3.638629674911499 41.065940856933594 18.326101303100586 4.068290710449219 9.781000137329102 -0.9682241082191467 -2.7148468494415283 42.31062316894531 1.2707650967058726e-06 3.4956107139587402 15.773674964904785 4.078671932220459 -6.609602451324463 49.71757507324219 50.44663619995117 3.9778003692626953 18.804096221923828 -1.8813389539718628 -1.177564263343811 37.956356048583984 20.24814224243164 2.570098638534546 24.295743942260742
DES_SN001927.DAT -7.142948627471924 -1.2879931926727295 28.17284393310547 41.62696075439453 9.727659225463867 7.363865852355957 -0.9518243670463562 -3.8118650913238525 75.92515563964844 15.585406303405762 4.131749153137207 6.449192047119141 0.10407774895429611 -1.6187787055969238 50.41680145263672 54.94548034667969 0.8653745055198669 12.52581787109375 -4.360020160675049 1.150896668434143 63.29901885986328 53.14845657348633 5.454031467437744 13.438284873962402
DES_SN001936.DAT -3.2029483318328857 -5.515715599060059 0.010962290689349174 97.69983673095703 98.0366439819336 4.160547256469727 -8.413420677185059 4.034375190734863 63.62089920043945 25.6153564453125 4.355024814605713 4.783266067504883 -2.403433084487915 2.2544426918029785 42.10053634643555 49.50375747680664 0.024285132065415382 7.790575981140137 2.617220163345337 -11.510493278503418 51.54378128051758 1.0402170419692993 7.59611177444458 31.966144561767578
DES_SN002457.DAT -3.7512083053588867 1.3121240139007568 26.829660415649414 20.380611419677734 0.005504400469362736 10.328024864196777 -0.6113724708557129 -2.436210870742798 32.8943977355957 0.00019980657089035958 3.103604793548584 13.88679027557373 -2.815023422241211 3.8112854957580566 11.018186569213867 22.775602340698242 0.0028477280866354704 11.510375022888184 -4.896274566650391 1.972725510597229 36.23476028442383 0.00013122789096087217 2.6115562915802 18.932714462280273
DES_SN002542.DAT -5.18438720703125 1.6747608184814453 5.349011421203613 49.572444915771484 2.6351194381713867 31.19141387939453 3.3712916374206543 -7.0279154777526855 8.556722640991211 75.5739517211914 5.273656368255615 34.89805603027344 3.256617546081543 -7.450430393218994 9.67915153503418 93.47998809814453 7.361636161804199 60.86375427246094 4.8502397537231445 -7.301849365234375 11.709859848022461 24.250877380371094 5.374890327453613 21.948869705200195
