Object C0 C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20
DES_SN000642.DAT 302.91786064619316 259.9598956769999 87.89612884074032 38.726373636068914 56.55171050007276 34.46725424255316 -39.16799222128542 11.538587986994362 -50.12271148660214 6.627250919333669 -106.85518865022712 28.413310218795125 -33.359585846576664 11.586751036427295 -31.65569101851871 18.120431764313423 20.277396969942593 -8.90318630370308 -49.07884914984007 27.465979244601574 14.540361546305492
DES_SN000742.DAT 287.54007329644486 192.0629277962555 -77.47415877995908 -40.66933770230892 22.377865987001883 20.01478090800896 53.768681013140466 -13.529568650749916 45.80246071350794 11.45145554414534 45.648682804032255 -120.3456029111315 61.68903232457416 -74.08224162450142 -35.769355725843376 12.142344847962605 -29.180566330834836 64.68421258980464 -40.92278251503783 32.71265318437932 -67.37365452861165
DES_SN000938.DAT 221.48222968693008 -61.14803534747049 148.89310675502435 15.477630947532852 121.79135145339113 -19.115550400670315 -5.833618166764307 -6.682686986471161 -26.74001587527664 32.52443702118078 13.293695442482736 -21.0128174793848 3.9678354041521784 13.911477307867486 21.89266192033118 -2.9014701965950422 -19.981708463434806 -0.267156765170661 -6.621960775958449 -35.12492751438161 -11.273401587640059
DES_SN001089.DAT 326.7236453266079 -79.44824278591395 119.16589616296964 55.30611086390845 -73.47387032431956 -20.412087341265085 31.54812101815552 9.693973285235742 -27.855005954831604 5.476215957939726 -7.6637895616124965 -13.657895742022308 -13.024641032877156 21.787761297594045 23.405595929667598 10.680260381809788 0.908890079419356 13.45692234000736 6.062254951456232 8.014284729181181 -14.243897637650143
DES_SN001362.DAT 484.5088913656097 34.124564883202524 29.798453160781204 67.18414568040978 18.057533266485247 27.342520746726343 1.8861227569778194 -24.27907112969484 3.781052385567463 7.469294319823987 -3.1471969032568197 5.900368345250534 18.645964761263865 25.780379789810343 4.545916288240818 -3.912288952698505 15.405592646395661 -16.81267957380644 5.889410097089627 10.243189754634628 -5.056989085877305
DES_SN001537.DAT 108.00864283770723 -124.84855957182279 149.14588171894036 -26.082305525958283 57.39584780036831 -2.5012902404322475 -2.326526072190589 -14.634948150038962 -10.572053569171487 -25.20542481184051 43.81778613110789 7.306779804636719 26.669529291921613 7.322498432457735 22.684653197137706 37.538458313248235 -7.49907509941599 19.946158819461143 23.888986681909785 43.629680485402375 -25.445623201881645
DES_SN001670.DAT 291.8708376972881 90.4107318107313 -14.93658181345196 14.659826870064009 93.39251926627543 51.562717572154476 86.95764164982882 8.549064933830422 7.445074766256947 -12.49727777021742 -58.11077645874311 -25.09874466255887 4.911321245737575 17.78267183610741 -36.92118002137454 -29.88570480794155 -25.706704959809585 -2.816615058092456 -8.193994028676109 -1.6254845873758939 -2.968695152829522
DES_SN001695.DAT -3.7788646047345056 -241.31291935714876 -23.923619127886703 17.465929079885964 11.32472197807968 -17.931313103918818 82.15320957061309 25.023228575136578 44.41901621242933 -3.6232624383632945 -17.02963877484953 10.089622816860015 -5.363509245069132 9.69261193825047 -39.07024694608127 -13.423399739030899 -8.662521322969052 24.715022506843745 12.535490224807113 43.939540241106975 -5.883015468241284
DES_SN001927.DAT 535.6402418561164 -50.955352721756284 -25.63541063245237 14.015222886516163 -59.81551726696584 27.362276397316233 -37.5483448510312 -17.3095188199169 28.976597488346435 -23.49856161606775 -8.445054594052955 24.722987102514104 -4.6790422006109065 -23.080044581619624 -11.234135997312613 -6.994831850316999 2.7573797467731502 10.403124119649052 -9.892521200120434 -7.625848916333812 -0.060496116307648506
DES_SN001936.DAT 513.6766642790648 -25.209382985545016 56.49289412426762 16.641205127838546 -7.430297237256655 -21.695157246018184 -2.862879003430594 -7.295583604793585 12.590580642843623 10.65570328906464 17.11247517631334 -3.8211730693604196 6.421923499967322 8.502236340761364 3.7524003849893113 6.096944477615818 -15.859664125900014 10.93786046398695 -0.8757273160636894 -15.732205395684012 1.1227990563599142
